,accuracy,precision,f1_score,mmc,rocAUC,specificity,sensitivity,pro_cutoff,prAUC
LogisticRegression,0.9789473684210526,0.9555555555555555,0.9764705882352942,0.9595732599803958,0.9886363636363636,0.9636363636363636,1.0,0.6186043134584287,0.982296626984127
