,accuracy,precision,f1_score,mmc,rocAUC,specificity,sensitivity,pro_cutoff,prAUC
0,0.7194444444444444,0.7190476190476189,0.68,0.5271480638103373,0.6733333333333333,0.7066666666666667,0.7666666666666666,"[0.8193324284048308, 0.08858475462906337, 0.8147186032517929, 0.12183486354730748, 0.6584924984952447]",0.5369047619047619
1,0.7472222222222221,0.679047619047619,0.7244444444444444,0.5779974264351647,0.6855555555555556,0.6866666666666665,0.8666666666666666,"[0.23057947725578307, 0.295835283204401, 0.5046858201934731, 0.785759116657355, 0.7641632382567441]",0.6235714285714284
2,0.6972222222222222,0.6333333333333333,0.6921212121212121,0.5051730249856128,0.6777777777777777,0.5866666666666667,0.8666666666666666,"[0.17272848103104876, 0.7370222608043535, 0.20597739759157174, 0.6602858067918884, 0.14288456031859745]",0.5785714285714285
3,0.8166666666666667,0.8833333333333332,0.7047619047619048,0.634233263056183,0.7022222222222222,0.9266666666666665,0.65,"[0.9836584422637763, 0.7915262833004564, 0.6997080052180674, 0.728962073163428, 0.12082483562949012]",0.6180555555555556
4,0.7444444444444445,0.7476190476190476,0.6721212121212121,0.534132206346729,0.6333333333333334,0.7266666666666667,0.7333333333333333,"[0.06820357428080852, 0.7653661688217013, 0.618371153660076, 0.07949767158512282, 0.9621215910983757]",0.5464285714285715
