,accuracy,precision,f1_score,mmc,rocAUC,specificity,sensitivity,pro_cutoff,prAUC
0,0.5555555555555556,0.5,0.6666666666666666,0.31622776601683794,0.39999999999999997,0.19999999999999998,1.0,0.345365897120672,0.35148809523809527
1,0.6666666666666666,0.5,0.5714285714285715,0.31622776601683794,0.5,0.6666666666666666,0.6666666666666666,0.5954427369873269,0.3194444444444444
2,0.8888888888888888,1.0,0.8,0.7559289460184544,0.7777777777777778,1.0,0.6666666666666666,0.6705359375187456,0.7936507936507937
3,0.625,0.5,0.6666666666666666,0.4472135954999579,0.6666666666666666,0.4,1.0,0.40615242761183673,0.6222222222222222
4,0.5,0.42857142857142855,0.6,0.29277002188455997,0.2666666666666666,0.2,1.0,0.0625686546424366,0.25753968253968257
