	cuizhaoyan	T386615	T4511947	T4546812	T4708931	T4771295	T4885622	T4978370	T5309201	T5356332	T5383979	T5392952	T5402558	T5404288	T5406460	T5407014	T5407024	T5411329	T5411337	T5412670	T5413224	T5414072	T5415755	T5415787	T5416619	T5418386	T5424389	T5425858	T5426822	T5427019	T5430860	T5433863	T5434631	T5436097	T5444043	T5445007	T5445301	T5450212	T5450491	T5453600	T5455039	T5462005	T5468269	T5468282	T5471149	T5513320	T5558516	T5558703	T5559825	T5564869	T5581107	T5581599	T5584547
3731661bd0790b6dcef1d967cd0d9262	0	0	0	0	0	0.00035431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000888626	0	0.003939656	0.000447861	0.000346043	0	0	0	0	0	0	0	0	0	0	0.000496812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ea4b8fe4d58cab0dbb4a682a9d9856c3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00072141	0	0	0	0	0	0	0	0	0	0	0.005227085	0	0	0	0	0
f00bf7b27ce649e3097fe66392ff8c95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005888245	0	0	0	0	0	0	0	0.001036437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9626f1074177aeb47cc349b2351f9bdf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001137911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000457827	0	0	0.000683117	0	0	0	0	0	0.000195982	0	9.72E-05	0.002858826	0	0	0	0.000352433	0	0
2596a41693841c6ecc3157750a54c71c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006159719	0	0	0	0	0
c3609d6addc51d70d7307891a159a685	0	0	0	0	0	0	0	0	0	0	0	0.001102347	0	0	0	0	0.004389268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001496551	0	0	0	0	0
4a87aa1c386d538790dfb56bb6a30f01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00613803	0	0	0	0	0
595d55258ac0e5005727efd654062d1f	0	0	0	0	0	0	0	0.003781103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002076259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d18a824f763c8602682538009393ec52	0	0	0	0	0	0	0	0	0	0	0.005929976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
572116d42d48abcfa1a8edaf14b8f876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001321226	0	0	0	0	0	0	0	0	0	0	0.004270032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
055197a8f059a92c646972ef1a183caa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006094651	0	0	0	0	0
9ce157dd9f0489cccfb123efc7c50695	0.000815428	0	0	0.000787751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000816758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000943673	0.001081678	0	0	0	0	0	0	0	0.00059672	0.000877735	0	0	0
943861f2d594120adf8de7d97999c053	0	0	0	0	0	0	0	0	0.001455969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001938172	0	0	0	0.00263275	0	0	0	0	0	0	0	0	0	0
80fb606203837f4555df625b76d83222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00522505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
369781200098a47008153d7b6c509dc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005796141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1469cec6de6ff879e3a96bbcee2af3d2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006072962	0	0	0	0	0
c7578b324ae3f8826227f60e17831b9d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006029584	0	0	0	0	0
fb34868cae3a454cb11ab81899bd1043	0	0	0	0	0	0	0	0	0.006426348	0	0	0	0	0	0	0	0	0.000248756	0	0	0	0	0	0	0.000192178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80355c09129bac237211058980998615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006493001	0	0	0	0	0	0	0	0	0	0	0	0.000574104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b9019e9f3be64cfa6c2a1e544f344d87	0	0	0	0.000868546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001166221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001655629	0	0	0	0.001489129	0	0	0	0	0	0	0.001160242	0
392aad5f2a9d3446773061f4caf24691	0	0	0	0	0.001627709	0	0	0.00095544	0	0	0	0	0	0	0	0	0	0	0	0	0.000960417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002160487	0	0	0	0	0	0
45b5caeb2cd16e184a25d53720e0de4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005921138	0	0	0	0	0
d06655d78c41a93589c8d0aa54d63cb7	0	0	0	0	0	0	0	0	0	1.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0.000499852	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002728812	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000939822	0	0
274550ea4fec4906ae4f630cacd544a1	0	0	0	0	0.000567805	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000201898	0	0.001463493	0	0	0	0	0.00041054	0	0	0.000949479	0.00071399	0	0	0	0	0	0	0	0	0	0	6.62E-05	0	0	0	0	0	0	0	0	0	0	0.001701689	0
13d8ef552bd16ff17d918834357a4239	0	0	0	0	0	0	0	0	0.006627171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e3107d725265aeda2016e10ec32ddb08	0	0	0	0	0	0	0	0	0	0	0.005677636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d40758c671b7a0cf780c32d31fe69cc0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005597015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
082ce586fbfd85777d2d5e23907674b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005834382	0	0	0	0	0
663fdcaea423414b4e78448b69c76879	0	0	0	0	0	0.000272546	0	0	0	0	0.002523394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002164231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19f677468824228a796ac00b5872e72e	0	0	0	0	0	0	0	0	0	0	0.001303754	0	0	0	0	0	0	0	0	0	0	0	0	0	9.61E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003745179	0	0	0	0	0	0	0	0	0	0
a2bae35943bebe8ce4931e3875300dce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005812692	0	0	0	0	0
7925404483ed0003f90a001365b4ac5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003050831	0	0	0	0	0	0	0	0.000976251	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126574	0	0	0	0.000264325	0	0.000416146
6fd0194a62ef81224c9a2be6d756f3b0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000641716	0	0	0.005209713	0	0	0	0	0	0	0	0	0	0	0	0
6081627cc76c32c57a313bf70bc59b23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005791003	0	0	0	0	0
7b80cf8ead3432b5d920068b7e12ae4c	0	0	0.002314505	0	0.002195514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000696646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e9f858a39db33af205d0fca55c24b61e	0	0	0	0	0.000586732	0	0.000935412	0	0	0	0	0	0	0	0	0.0003113	0	0.001015755	0.000660757	0	0	0	0	0	0	0	0	2.99E-05	0	0	0	0	0.000139464	0	0.000545871	0	0	0.000124203	0	0	0	0	0	0	0	0	0.001025686	0	0	0	0	0	0
edc39a202459b99d9ac071bbbb837119	0	0	0	0	0	0	0.005924276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286612595dc6d3ac2da270e0be7a3896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005747625	0	0	0	0	0
c3ba6c09ae9762ea791b7bfc1343b168	0	0	0	0.00032318	0	0	0	0	0	0	0	0	0	0	0	0	0.000623328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000545578	0.004316141	0	0	0	0	0
8bb1e126d9528caf15c3885bca47897b	0	0	0	0	0	0	0	0	0	0.004398607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6ea504126a7ddb3539e9b2e2cb390342	0	0	0	0	0	0	0	0	0	0	0.005551467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3928ed68aae353dd6f3759c0995fff26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005725936	0	0	0	0	0
a82655f7055cb4ff17473db3af31a8df	0	0	0	0	0	0	0.00142539	0	0	0	0	0	0	0	0	0	0.001246656	0	0.002771507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b64df6b1a487e7c46b2c49b4d59489a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005704247	0	0	0	0	0
dbc217022114764e77be3152b8c731c8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005391057	0	0	0	0
fc4955650846b5d0d8e0469bef76a8fc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005375117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2bae2cef70e44ce781a9b1a5c63351c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000664107	0	0	0.000770883	0	0	0	0	0.000702815	0	0	0	0	0	0	0	0	0	0.000388506	0	0	0	0	0	0	0	0	0.000797241	0	0	0	0.00063287	0	0	0	0	0	0.001220696
232a6c3734fae55f5b7368538298fed1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005574112	0	0	0	0	0
2fe00586953e7bc03807dd408fa1e38a	0	0	0	0	0	0.001662533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004012428	0	0	0	0
2aceb26848b3cf6b44c274b314317f55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164766	0	0	0.001399567	0.000454182	0	0	0	0	0	0	0	0	0.001322576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7d014167edc5a25335d2bbe5367acc74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005080491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17e48f0815ae67915b84315637b8eb8f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001018217	0	0.001369271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00309888	0	0	0	0	0	0
0cc3812ea5cf8a37ea41fb7f44f21fb0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005487355	0	0	0	0	0
5fd207fce0806a1f0a8e082b82a41503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002052335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004331571	0
569d7b86047ea2cd91041944f2ffe7c8	0	0	0	0.000121193	0	0	0	0	0	0	0.000630848	0	0	0	0	0	0	0	0	0	0	0	9.26E-05	0.000509541	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144904	0	0	0	0.0001694	0	0	0	0	0	0.003557021	0	0	0	0	0
f14abc92378a494b33548b9be32d84cd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006101118	0	0	0	0	0	0	0
0a531b55e610731a6be5e3ad1af86901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005443977	0	0	0	0	0
cb3096a586583662fd5813c894092f30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004619149	0	0.000870113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abe9cbfeda617fdbe034a4271c2161fc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005400599	0	0	0	0	0
2605673b3c322ba77507c474ed86e667	0	0	0	0	0	0	0	0	0	0	0.005193986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9120586945ce6b08f64a33a8e0edb1bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003909209	0	0	0	0	0	0	0.001898958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83076d14405364ba9a326e669af12c6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000304798	0.004129916	0	0	0	0	0	0	0	0	0	0.000223931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000414639	0	0	0	0	0	0
119ac3452378b5d0eed490031555dd10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005292153	0	0	0	0	0
36c18a02b9d56e65fde1b68cdf00e590	0	0	0	0.001777491	0	0	0	0	0	0	0	0	0	0	0	0	0.000701244	0	0	0	0	0	0	0	0.001129048	0	0	0	0	0.000207287	0	0	0	0	0	0	0	0	0	0	0.001169978	0	0	0	0	0	0.000109116	0	0	0	0	0	0.000388403
5d6136f6f3536c253ec1924da9552ac7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000831334	0	0	0	0	0.004216336	0	0	0	0	0	0	0	0	0	0	0	0.000221945
7ae59626f200204338d0d8cdc53ddce9	0.0004281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004948592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000308648	0	0	0	0
d905e7e02f4cf03370c2288fd0a1f4b5	0.000407714	0	0	0	0	0	0	0	0.00060247	0	0	0	0	0	0	0.001618761	0.000727216	0	0	0	0	0	0	0.000175704	0	0	0.000432554	0	0	0	0	0	0	0	0	0.000340091	0.000297974	0	0	0	0	0	0.000203945	0	0	0	0	0	0	0	0	0.000360964	0
bfe8f5e2658f0b580635bb5e8d219578	0	0	0	0	0	0	0.000445434	0.001260368	0	0	0	0	0	0	0	0	0	0.000518242	0	0	0.00054881	0	0	0	0	0	0.000410926	0	0.000596184	0.000460638	0	0	0	0	0.000493045	0	0	0	0	0	0.000375276	0	0	0	0	0	0	0	0	0	0	0	0
2c69ceda5a05153accfc5bf6324b0258	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001093706	0	0	0	0	0	0	0	0	0	0	0.001105025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002906346	0	0	0	0	0
7bad7287fddf8a3fe0c6a67d8030294e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000627313	0	0	0	0	0	0	0	0	0	0	0.004381209	0	0	0	0	0
274646f49060ac7ac6a56b0daf16dea7	0	0	0	0	0	0	0	0	0	0	0.000294396	0	0	0	0	0	0	0	0	0	0	0	0.000870113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000654133	0	0.000838852	0.00015246	0	0	0	0	0	0.001735132	0.00053499	0	0	0	0
c7c299f8b1232bbbb643b49d2a169e08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005227085	0	0	0	0	0
acdec93ffafc91ba9d8dbd930995db54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005227085	0	0	0	0	0
fe02ed35cf09bad90c2318f2ba34b01f	0	0	0	0	0	0	0	8.13E-05	0	0.000183275	0	0.001763755	0.000160086	0	0	0	0	0	0	0	0.000343006	0	0	0	0	0.000317235	0	0	0	0	0.000896406	0.00026434	0.000278929	0	0.00028174	0	0.000156828	0	0	6.29E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
7a45711ccded9aba1a31fec6c08fa5a9	0	0	0	0	0	0	0	0.001402667	0	0	0	0.000734898	0	0.000388089	0	0	0	0	0	0	0	0	0	0	0	0.00020527	0	0	0	0	0	0	0.001295027	0	0	0	0	0	0	0	0.000640177	0	0	0	0	0	0	0	0	0	0	0	0.00036066
6411d837df9745a372e11de9561986a6	0	0	0	0	0	0	0	0	0	0	0	0	0.000940508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000616306	0	0	0	0	0	0.003465784	0	0	0	0	0	0	0	0	0	0	0	0
8e148ec303f031ac9ff7022e29210888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132258	0	0	0	0	0.003399558	0	0.000463512	0	0	0	0	0	0.001090557	0	0	0	0
01c2bd1ecd2e985855cecb8507b36ac1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003787046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001810155	0	0	0	0	0	0	0	0	0	0	0	0
abbbee0e2a107ed698f9eae58922ead8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004701945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99bb0989ddafb584fac3f7594f2836ed	0	0	0	8.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003333431	0	0
46eca78d5cb96c46ebdd9e26b24e0666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002536998	0	0	0	0	0	0	0	0	0.000775909	0	0	0	0	0	0	0	0	0	0	0.000704867	0	0
23609a514f0457026e96e8b6af6688ca	0	0	0	0	0.00035961	0	0	0	0	0	0	0	0.000220119	0	0.000182879	0.00074712	0	0	0	0	0.000297272	0.000366488	0	0	0.000336312	0	0	0	0	0	0.001268499	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000372282	0	0.000589224	0	0	0	0	0	0
390ace8f8e4188930adb2d904a453aeb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002643026	0	0	0	0	0	0.002162006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d16e34d1875f3f58bd2e0d1729a82b0c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.49E-05	0	0.000110405	0.002671703	0	0	0	0	0	0	0	0	0	0	0.002428256	0	0	0	0	0	0	0	0	0	0	0	0
996a6f1c4dec7f1ca21850f3c324ce78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005075261	0	0	0	0	0
dc54c969178b9a228fb89774704e6ac0	0.0002854	0	0	0	0.000246049	0	0.000356347	0	0	0	0	0	0	0.000299887	0	0	0.000233748	0.000186567	0	0	0.000320139	0.000171028	0.00018513	0	0	0.000354557	0.000259532	0.00017923	0.000397456	0.000276383	0	0	0	0	0.000211305	0	0	0	0	0	0	0	0.000222486	0	0	0	0.000130939	0	0.000246919	0	0	0.000232048	0
25eb42164cd4f2df79390cf16783849f	0	0	0	0	0.002290149	0	0	0	0.002811527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1080e38dd7b71955259e3d4a48d4b112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005597194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
653d2d73db88f2ba4049ece2d3b1e1d8	0	0	0.004437728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06ef7192cac0360c51adfd4b7c3180dc	0	0	0.001147688	0	0	0	0	0	0	0	0.003616865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7c290e985a74722b4ef8d90968bd6182	0	0	0	0	0	0	0	0	0	0	0	0	0.004082204	0	0	0	0	0.000124378	0	0	0	0.000366488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152762	0	0	0	0	0	0
de60ec182bc5ba43ff777ffaa2015203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005031883	0	0	0	0	0
d651333901c9f7d6ea5d3fdfa2c0c959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005031883	0	0	0	0	0
a2395e1b654cf5971a93225e2dbd0d0f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005010194	0	0	0	0	0
3f36ca523bc9c717cd2efd267db39962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005010194	0	0	0	0	0
6da6c6fe2c666a21313b726d3feeb9fb	0	0	0	0	0	0	0	0	0	0	0.003932289	0	0	0.000194045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000637873	0	0	0	0
dea1c2fe484eeab601db058af95983db	0	0	0	0	0	0	0	0	0	0	0.004794449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7305671dfb4c850cebbd26289999fc56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00068486	0	0	0	0	0.000777481	0	0.000666469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002759382	0	0	0	0	0	0	0	0	0	0	0	0
